smartlabel_id,smartlabel_upc,smartlabel_url,smartlabel_url_ingredients,smartlabel_url_allergens,image_url,image_field,rev,http_status,notes,ingredients_http_status,allergens_http_status,ingredients_text,ingredients_items_json,allergens_declared_json,allergens_present_json,allergens_may_contain_json,smartlabel_error
361481,21130405183,https://smartlabel.labelinsight.com/product/10886026/nutrition,https://smartlabel.labelinsight.com/product/10886026/ingredients,https://smartlabel.labelinsight.com/product/10886026/allergens,https://images.openfoodfacts.org/images/products/002/113/040/5183/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Durum Wheat Semolina, Durum Wheat Flour, Niacin, Iron (Ferrous Sulfate), Thiamin Mononitrate, Riboflavin, Folic Acid","[""Durum Wheat Semolina"", ""Durum Wheat Flour"", ""Niacin"", ""Iron (Ferrous Sulfate)"", ""Thiamin Mononitrate"", ""Riboflavin"", ""Folic Acid""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]","[""Egg""]",
361483,21130507092,https://smartlabel.labelinsight.com/product/10886088/nutrition,https://smartlabel.labelinsight.com/product/10886088/ingredients,https://smartlabel.labelinsight.com/product/10886088/allergens,https://images.openfoodfacts.org/images/products/002/113/050/7092/ingredients_en.15.full.jpg,ingredients_en,15,200,ok,200,200,"Durum Wheat Semolina, Durum Wheat Flour, Niacin, Iron (Ferrous Sulfate), Thiamin Mononitrate, Riboflavin, Folic Acid","[""Durum Wheat Semolina"", ""Durum Wheat Flour"", ""Niacin"", ""Iron (Ferrous Sulfate)"", ""Thiamin Mononitrate"", ""Riboflavin"", ""Folic Acid""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]","[""Egg""]",
361485,21130506385,https://smartlabel.labelinsight.com/product/10886323/nutrition,https://smartlabel.labelinsight.com/product/10886323/ingredients,https://smartlabel.labelinsight.com/product/10886323/allergens,https://images.openfoodfacts.org/images/products/002/113/050/6385/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Durum Wheat Semolina, Durum Wheat Flour, Niacin, Iron (Ferrous Sulfate), Thiamin Mononitrate, Riboflavin, Folic Acid","[""Durum Wheat Semolina"", ""Durum Wheat Flour"", ""Niacin"", ""Iron (Ferrous Sulfate)"", ""Thiamin Mononitrate"", ""Riboflavin"", ""Folic Acid""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]","[""Egg""]",
361487,21130506415,https://smartlabel.labelinsight.com/product/10886369/nutrition,https://smartlabel.labelinsight.com/product/10886369/ingredients,https://smartlabel.labelinsight.com/product/10886369/allergens,https://images.openfoodfacts.org/images/products/002/113/050/6415/ingredients_en.11.full.jpg,ingredients_en,11,200,ok,200,200,"Durum Wheat Semolina, Durum Wheat Flour, Niacin, Iron (Ferrous Sulfate), Thiamin Mononitrate, Riboflavin, Folic Acid","[""Durum Wheat Semolina"", ""Durum Wheat Flour"", ""Niacin"", ""Iron (Ferrous Sulfate)"", ""Thiamin Mononitrate"", ""Riboflavin"", ""Folic Acid""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]","[""Egg""]",
361558,21130189106,https://smartlabel.labelinsight.com/product/10982540/nutrition,https://smartlabel.labelinsight.com/product/10982540/ingredients,https://smartlabel.labelinsight.com/product/10982540/allergens,https://images.openfoodfacts.org/images/products/002/113/018/9106/ingredients_en.5.full.jpg,ingredients_en,5,200,ok,200,200,Vanilla Bean Extractives In Water & Alcohol,"[""Vanilla Bean Extractives In Water & Alcohol""]",[],[],[],allergens:empty_after_parse
361559,21130298396,https://smartlabel.labelinsight.com/product/10982541/nutrition,https://smartlabel.labelinsight.com/product/10982541/ingredients,https://smartlabel.labelinsight.com/product/10982541/allergens,https://images.openfoodfacts.org/images/products/002/113/029/8396/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,"Unbleached Enriched Flour (Wheat Flour, Malted Barley Flour, Niacin, Reduced Iron, Thiamine Mononitrate, Riboflavin, Folic Acid), Water, Rye Flour, Yeast, Wheat Gluten, Contains 2% Or Less Of (Sea Salt, Dill Seed, Liquid Sugar, And/Or Soybean Oil, And/Or Canola Oil, Onions, Molasses, Fumaric Acid, Malic Acid, Lactic Acid, Acetic Acid, Dough Conditioners (May Contain One Or More Of The Following (Sodium Stearoyl Lactylate, Ethoxylated Mono- And Diglycerides, Monocalcium Phosphate, Calcium Sulfate, Ascorbic Adic)), Mono- And Diglycerides, Calcium Propionate And Sorbic Acid (To Maintain Freshness) (Calcium Propionate (To Maintain Freshness), Sorbic Acid (To Maintain Freshness)), Cultured Wheat, Vinegar, Enzymes)","[""Unbleached Enriched Flour"", ""Wheat Flour"", ""Malted Barley Flour"", ""Niacin"", ""Reduced Iron"", ""Thiamine Mononitrate"", ""Riboflavin"", ""Folic Acid"", ""Water"", ""Rye Flour"", ""Yeast"", ""Wheat Gluten"", ""Contains 2% Or Less Of"", ""Sea Salt"", ""Dill Seed"", ""Liquid Sugar"", ""And/Or Soybean Oil"", ""And/Or Canola Oil"", ""Onions"", ""Molasses"", ""Fumaric Acid"", ""Malic Acid"", ""Lactic Acid"", ""Acetic Acid"", ""Dough Conditioners"", ""May Contain One Or More Of The Following"", ""Sodium Stearoyl Lactylate"", ""Ethoxylated Mono- And Diglycerides"", ""Monocalcium Phosphate"", ""Calcium Sulfate"", ""Ascorbic Adic"", ""Mono- And Diglycerides"", ""Calcium Propionate And Sorbic Acid (To Maintain Freshness)"", ""Calcium Propionate (To Maintain Freshness)"", ""Sorbic Acid (To Maintain Freshness)"", ""Cultured Wheat"", ""Vinegar"", ""Enzymes""]","[{""name"": ""Tree Nuts (Walnut, Hazelnut)"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]","[""Tree Nuts (Walnut, Hazelnut)""]",
361611,21130161089,https://smartlabel.labelinsight.com/product/11064211/nutrition,https://smartlabel.labelinsight.com/product/11064211/ingredients,https://smartlabel.labelinsight.com/product/11064211/allergens,https://images.openfoodfacts.org/images/products/002/113/016/1089/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Parmesan Cheese (Pasteurized Part-Skimmed Cow's Milk, Cheese Cultures, Salt, Enzymes), Powdered Cellulose (To Prevent Caking)","[""Parmesan Cheese"", ""Pasteurized Part-Skimmed Cow's Milk"", ""Cheese Cultures"", ""Salt"", ""Enzymes"", ""Powdered Cellulose (To Prevent Caking)""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361575,21130070275,https://smartlabel.labelinsight.com/product/10996576/nutrition,https://smartlabel.labelinsight.com/product/10996576/ingredients,https://smartlabel.labelinsight.com/product/10996576/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0275/ingredients_en.13.full.jpg,ingredients_en,13,200,ok,200,200,"Lowfat Milk, Liquid Sugar (Sugar, Water), Cocoa (Processed With Alkali), Cornstarch, Salt, Carrageenan, Natural Flavor, Vitamin A Palmitate, Vitamin D3","[""Lowfat Milk"", ""Liquid Sugar"", ""Sugar"", ""Water"", ""Cocoa (Processed With Alkali)"", ""Cornstarch"", ""Salt"", ""Carrageenan"", ""Natural Flavor"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361624,21130070688,https://smartlabel.labelinsight.com/product/11065993/nutrition,https://smartlabel.labelinsight.com/product/11065993/ingredients,https://smartlabel.labelinsight.com/product/11065993/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0688/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Lowfat Milk, Vitamin A Palmitate, Vitamin D3","[""Lowfat Milk"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361632,21130070664,https://smartlabel.labelinsight.com/product/11066037/nutrition,https://smartlabel.labelinsight.com/product/11066037/ingredients,https://smartlabel.labelinsight.com/product/11066037/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0664/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,"Lowfat Milk, Vitamin A Palmitate, Vitamin D3","[""Lowfat Milk"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361638,21130070022,https://smartlabel.labelinsight.com/product/11066659/nutrition,https://smartlabel.labelinsight.com/product/11066659/ingredients,https://smartlabel.labelinsight.com/product/11066659/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0022/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Milk, Vitamin D3","[""Milk"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361634,21130070688,https://smartlabel.labelinsight.com/product/11066048/nutrition,https://smartlabel.labelinsight.com/product/11066048/ingredients,https://smartlabel.labelinsight.com/product/11066048/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0688/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Low Fat Milk, Vitamin A Palmitate, Vitamin D3","[""Low Fat Milk"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361644,21130035847,https://smartlabel.labelinsight.com/product/11066666/nutrition,https://smartlabel.labelinsight.com/product/11066666/ingredients,https://smartlabel.labelinsight.com/product/11066666/allergens,https://images.openfoodfacts.org/images/products/002/113/003/5847/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,Egg Whites,"[""Egg Whites""]","[{""name"": ""Egg"", ""presence"": ""Contains""}]","[""Egg""]",[],
361662,21130032341,https://smartlabel.labelinsight.com/product/11108227/nutrition,https://smartlabel.labelinsight.com/product/11108227/ingredients,https://smartlabel.labelinsight.com/product/11108227/allergens,https://images.openfoodfacts.org/images/products/002/113/003/2341/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,,[],"[{""name"": ""Egg"", ""presence"": ""Contains""}]","[""Egg""]",[],ingredients:empty_after_parse
361782,21130048915,https://smartlabel.labelinsight.com/product/6896010/nutrition,https://smartlabel.labelinsight.com/product/6896010/ingredients,https://smartlabel.labelinsight.com/product/6896010/allergens,https://images.openfoodfacts.org/images/products/002/113/004/8915/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Cheddar Cheese (Cultured Pasteurized Milk, Salt, Enzymes)","[""Cheddar Cheese"", ""Cultured Pasteurized Milk"", ""Salt"", ""Enzymes""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
361806,21130512676,https://smartlabel.labelinsight.com/product/8877153/nutrition,https://smartlabel.labelinsight.com/product/8877153/ingredients,https://smartlabel.labelinsight.com/product/8877153/allergens,https://images.openfoodfacts.org/images/products/002/113/051/2676/ingredients_en.3.full.jpg,ingredients_en,3,200,ok,200,200,Extra Virgin Olive Oil,"[""Extra Virgin Olive Oil""]",[],[],[],allergens:empty_after_parse
361809,21130507290,https://smartlabel.labelinsight.com/product/8832297/nutrition,https://smartlabel.labelinsight.com/product/8832297/ingredients,https://smartlabel.labelinsight.com/product/8832297/allergens,https://images.openfoodfacts.org/images/products/002/113/050/7290/ingredients_en.12.full.jpg,ingredients_en,12,200,ok,200,200,Whole Durum Wheat Flour,"[""Whole Durum Wheat Flour""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""Contains""}]","[""Wheat""]","[""Egg""]",
361835,21130133536,https://smartlabel.labelinsight.com/product/9400619/nutrition,https://smartlabel.labelinsight.com/product/9400619/ingredients,https://smartlabel.labelinsight.com/product/9400619/allergens,https://images.openfoodfacts.org/images/products/002/113/013/3536/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Skim Milk, Cream, Sugar, Corn Syrup, Candy Sprinkles (Sugar, Hydrogenated Palm Kernel Oil, Corn Starch, Sunflower Lecithin, Yellow 5, Yellow 6, Blue 1, Red 40, Red 3, Maltodextrin, Carnauba Wax, Vanillin, Cellulose Gum), Blue Cotton Candy Base (High Fructose Corn Syrup, Water, Sugar, Corn Starch, Artificial Flavors, Citric Acid, Sodium Benzoate And Potassium Sorbate [Preservatives] (Sodium Benzoate [Preservative], Potassium Sorbate [Preservative]), Blue 1), Pink Cotton Candy Base (High Fructose Corn Syrup, Water, Sugar, Corn Starch, Artificial Flavors, Citric Acid, Sodium Benzoate And Potassium Sorbate [Preservatives] (Sodium Benzoate [Preservative], Potassium Sorbate [Preservative]), Red 3), Whey, Contains 2% Or Less Of (Mono & Diglycerides, Guar Gum, Calcium Sulfate, Locust Bean Gum, Carrageenan, Dextrose)","[""Skim Milk"", ""Cream"", ""Sugar"", ""Corn Syrup"", ""Candy Sprinkles"", ""Hydrogenated Palm Kernel Oil"", ""Corn Starch"", ""Sunflower Lecithin"", ""Yellow 5"", ""Yellow 6"", ""Blue 1"", ""Red 40"", ""Red 3"", ""Maltodextrin"", ""Carnauba Wax"", ""Vanillin"", ""Cellulose Gum"", ""Blue Cotton Candy Base"", ""High Fructose Corn Syrup"", ""Water"", ""Artificial Flavors"", ""Citric Acid"", ""Sodium Benzoate And Potassium Sorbate [Preservatives]"", ""Sodium Benzoate [Preservative]"", ""Potassium Sorbate [Preservative]"", ""Pink Cotton Candy Base"", ""Whey"", ""Contains 2% Or Less Of"", ""Mono & Diglycerides"", ""Guar Gum"", ""Calcium Sulfate"", ""Locust Bean Gum"", ""Carrageenan"", ""Dextrose""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Peanuts"", ""presence"": ""May Contain""}, {""name"": ""Tree Nuts (Almond, Pecan, Coconut, Pistachio, Macadamia Nut, Walnut, Cashew, Hazelnut)"", ""presence"": ""May Contain""}, {""name"": ""Soy"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""May Contain""}, {""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]","[""Egg"", ""Peanuts"", ""Tree Nuts (Almond, Pecan, Coconut, Pistachio, Macadamia Nut, Walnut, Cashew, Hazelnut)"", ""Soy"", ""Wheat""]",
361830,79893294629,https://smartlabel.labelinsight.com/product/6836327/nutrition,https://smartlabel.labelinsight.com/product/6836327/ingredients,https://smartlabel.labelinsight.com/product/6836327/allergens,https://images.openfoodfacts.org/images/products/007/989/329/4629/ingredients_en.3.full.jpg,ingredients_en,3,200,ok,200,200,"Organic Dried Sweetened Cranberries (Organic Cranberries, Organic Cane Sugar, Organic Sunflower Oil), Organic Roasted Almonds, Organic Roasted Cashews, Organic Sunflower Oil, Sea Salt","[""Organic Dried Sweetened Cranberries"", ""Organic Cranberries"", ""Organic Cane Sugar"", ""Organic Sunflower Oil"", ""Organic Roasted Almonds"", ""Organic Roasted Cashews"", ""Sea Salt""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Peanuts"", ""presence"": ""May Contain""}, {""name"": ""Tree Nuts (Almond, Cashew)"", ""presence"": ""Contains""}, {""name"": ""Tree Nuts (Pecan, Pistachio, Walnut, Macadamia Nut, Coconut, Hazelnut, Brazil Nut)"", ""presence"": ""May Contain""}, {""name"": ""Soy"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""May Contain""}, {""name"": ""Milk"", ""presence"": ""May Contain""}]","[""Tree Nuts (Almond, Cashew)""]","[""Egg"", ""Peanuts"", ""Tree Nuts (Pecan, Pistachio, Walnut, Macadamia Nut, Coconut, Hazelnut, Brazil Nut)"", ""Soy"", ""Wheat"", ""Milk""]",
361841,21130098798,https://smartlabel.labelinsight.com/product/9399191/nutrition,https://smartlabel.labelinsight.com/product/9399191/ingredients,https://smartlabel.labelinsight.com/product/9399191/allergens,https://images.openfoodfacts.org/images/products/002/113/009/8798/ingredients_en.8.full.jpg,ingredients_en,8,200,ok,200,200,"Skim Milk, Cream, Sugar, Corn Syrup, Strawberries (Strawberries, Corn Syrup, Water, High Fructose Corn Syrup, Modified Corn Starch, Sugar, Natural Flavors, Citric Acid, Sodium Benzoate And Potassium Sorbate [Preservatives] (Sodium Benzoate [Preservative], Potassium Sorbate [Preservative]), Red 40), Strawberry Puree (Corn Syrup, Strawberries, Water, Sugar, Modified Corn Starch, Natural Flavor, Citric Acid, Sodium Benzoate [Preservative], Red 40), Whey, Contains 2% Or Less Of (Cocoa (Processed With Alkali), Mono- And Diglycerides, Guar Gum, Calcium Sulfate, Locust Bean Gum, Carrageenan, Natural Strawberry Flavor, Natural Vanilla Flavor, Annatto (For Color))","[""Skim Milk"", ""Cream"", ""Sugar"", ""Corn Syrup"", ""Strawberries"", ""Water"", ""High Fructose Corn Syrup"", ""Modified Corn Starch"", ""Natural Flavors"", ""Citric Acid"", ""Sodium Benzoate And Potassium Sorbate [Preservatives]"", ""Sodium Benzoate [Preservative]"", ""Potassium Sorbate [Preservative]"", ""Red 40"", ""Strawberry Puree"", ""Natural Flavor"", ""Whey"", ""Contains 2% Or Less Of"", ""Cocoa (Processed With Alkali)"", ""Mono- And Diglycerides"", ""Guar Gum"", ""Calcium Sulfate"", ""Locust Bean Gum"", ""Carrageenan"", ""Natural Strawberry Flavor"", ""Natural Vanilla Flavor"", ""Annatto (For Color)""]","[{""name"": ""Egg"", ""presence"": ""May Contain""}, {""name"": ""Peanuts"", ""presence"": ""May Contain""}, {""name"": ""Tree Nuts (Almond, Pecan, Coconut, Pistachio, Macadamia Nut, Walnut, Cashew, Hazelnut)"", ""presence"": ""May Contain""}, {""name"": ""Soy"", ""presence"": ""May Contain""}, {""name"": ""Wheat"", ""presence"": ""May Contain""}, {""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]","[""Egg"", ""Peanuts"", ""Tree Nuts (Almond, Pecan, Coconut, Pistachio, Macadamia Nut, Walnut, Cashew, Hazelnut)"", ""Soy"", ""Wheat""]",
361884,79893158990,https://smartlabel.labelinsight.com/product/6913106/nutrition,https://smartlabel.labelinsight.com/product/6913106/ingredients,https://smartlabel.labelinsight.com/product/6913106/allergens,https://images.openfoodfacts.org/images/products/007/989/315/8990/ingredients_it.9.full.jpg,ingredients_it,9,200,ok,200,200,"Pita Bread (Whole Wheat Flour, Wheat Flour, Sugar, Sesame Seeds, Oat Bran, Flaxseed, Salt, Yeast, Barley Malt Flour), High Oleic Sunflower Oil (Tocopherols [to Preserve Freshness], Rosemary Extract [to Preserve Freshness]), Contains Less than 2% of: (Onion and Garlic Powders (Onion Powder, Garlic Powder), Salt, Sugar, Red and Green Bell Pepper Powder, Tomato Powder, Inactivated Yeast, Dried Parsley, Dried Lemon Peel, Carrot Powder, Spices)","[""Pita Bread"", ""Whole Wheat Flour"", ""Wheat Flour"", ""Sugar"", ""Sesame Seeds"", ""Oat Bran"", ""Flaxseed"", ""Salt"", ""Yeast"", ""Barley Malt Flour"", ""High Oleic Sunflower Oil"", ""Tocopherols [to Preserve Freshness]"", ""Rosemary Extract [to Preserve Freshness]"", ""Contains Less than 2% of:"", ""Onion and Garlic Powders"", ""Onion Powder"", ""Garlic Powder"", ""Red and Green Bell Pepper Powder"", ""Tomato Powder"", ""Inactivated Yeast"", ""Dried Parsley"", ""Dried Lemon Peel"", ""Carrot Powder"", ""Spices""]","[{""name"": ""Wheat"", ""presence"": ""Contains""}, {""name"": ""Sesame"", ""presence"": ""Contains""}]","[""Wheat"", ""Sesame""]",[],
361938,21130505968,https://smartlabel.labelinsight.com/product/11195188/nutrition,https://smartlabel.labelinsight.com/product/11195188/ingredients,https://smartlabel.labelinsight.com/product/11195188/allergens,https://images.openfoodfacts.org/images/products/002/113/050/5968/ingredients_en.8.full.jpg,ingredients_en,8,200,ok,200,200,"Enriched Macaroni Product (Wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Cheese Sauce Mix (Dairy Solids, Salt, Modified Corn Starch, Contains 2% Or Less Of (Color Added (Annatto Extract, Titanium Dioxide, Paprika Extract), Maltodextrin, Cheddar Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzymes), Soybean Oil, Mono And Diglycerides, Citric Acid, Natural Flavors, Sodium Caseinate, Sodium Citrate))","[""Enriched Macaroni Product"", ""Wheat Flour"", ""Niacin"", ""Ferrous Sulfate"", ""Thiamine Mononitrate"", ""Riboflavin"", ""Folic Acid"", ""Cheese Sauce Mix"", ""Dairy Solids"", ""Salt"", ""Modified Corn Starch"", ""Contains 2% Or Less Of"", ""Color Added"", ""Annatto Extract"", ""Titanium Dioxide"", ""Paprika Extract"", ""Maltodextrin"", ""Cheddar Cheese"", ""Pasteurized Milk"", ""Cheese Culture"", ""Enzymes"", ""Soybean Oil"", ""Mono And Diglycerides"", ""Citric Acid"", ""Natural Flavors"", ""Sodium Caseinate"", ""Sodium Citrate""]","[{""name"": ""Wheat"", ""presence"": ""Contains""}, {""name"": ""Milk"", ""presence"": ""Contains""}]","[""Wheat"", ""Milk""]",[],
361937,21130505968,https://smartlabel.labelinsight.com/product/9498619/nutrition,https://smartlabel.labelinsight.com/product/9498619/ingredients,https://smartlabel.labelinsight.com/product/9498619/allergens,https://images.openfoodfacts.org/images/products/002/113/050/5968/ingredients_en.8.full.jpg,ingredients_en,8,200,ok,200,200,"Enriched Macaroni Product (Wheat Flour, Niacin, Ferrous Sulfate, Thiamine Mononitrate, Riboflavin, Folic Acid), Cheese Sauce Mix (Dairy Solids, Salt, Corn Starch-Modified, Contains 2% Or Less Of (Color Added (Annatto Extract, Titanium Dioxide, Paprika Extract), Maltodextrin, Cheddar Cheese (Pasteurized Milk, Cheese Culture, Salt, Enzymes), Soybean Oil, Mono And Diglycerides, Citric Acid, Natural Flavors, Sodium Caseinate, Sodium Citrate))","[""Enriched Macaroni Product"", ""Wheat Flour"", ""Niacin"", ""Ferrous Sulfate"", ""Thiamine Mononitrate"", ""Riboflavin"", ""Folic Acid"", ""Cheese Sauce Mix"", ""Dairy Solids"", ""Salt"", ""Corn Starch-Modified"", ""Contains 2% Or Less Of"", ""Color Added"", ""Annatto Extract"", ""Titanium Dioxide"", ""Paprika Extract"", ""Maltodextrin"", ""Cheddar Cheese"", ""Pasteurized Milk"", ""Cheese Culture"", ""Enzymes"", ""Soybean Oil"", ""Mono And Diglycerides"", ""Citric Acid"", ""Natural Flavors"", ""Sodium Caseinate"", ""Sodium Citrate""]","[{""name"": ""Wheat"", ""presence"": ""Contains""}, {""name"": ""Milk"", ""presence"": ""Contains""}]","[""Wheat"", ""Milk""]",[],
361964,21130113408,https://smartlabel.labelinsight.com/product/6959476/nutrition,https://smartlabel.labelinsight.com/product/6959476/ingredients,https://smartlabel.labelinsight.com/product/6959476/allergens,https://images.openfoodfacts.org/images/products/002/113/011/3408/ingredients_en.4.full.jpg,ingredients_en,4,200,ok,500,500,,[],[],[],[],ingredients:no_sections_found; allergens:no_sections_found; ingredients:empty_after_parse; allergens:empty_after_parse
361969,21130309320,https://smartlabel.labelinsight.com/product/6996494/nutrition,https://smartlabel.labelinsight.com/product/6996494/ingredients,https://smartlabel.labelinsight.com/product/6996494/allergens,https://images.openfoodfacts.org/images/products/002/113/030/9320/ingredients_en.5.full.jpg,ingredients_en,5,200,ok,200,200,"Mangos, Water, Clarified Pineapple Juice Concentrate, Passion Fruit Juice, Natural Flavor, Citric Acid, Calcium Chloride","[""Mangos"", ""Water"", ""Clarified Pineapple Juice Concentrate"", ""Passion Fruit Juice"", ""Natural Flavor"", ""Citric Acid"", ""Calcium Chloride""]",[],[],[],allergens:empty_after_parse
362005,21130405091,https://smartlabel.labelinsight.com/product/8832344/nutrition,https://smartlabel.labelinsight.com/product/8832344/ingredients,https://smartlabel.labelinsight.com/product/8832344/allergens,https://images.openfoodfacts.org/images/products/002/113/040/5091/ingredients_en.7.full.jpg,ingredients_en,7,200,ok,200,200,"Prepared Light Red Kidney Beans, Water, Sugar, Salt, Calcium Chloride (Firming Agent), Disodium EDTA (To Promote Color Retention)","[""Prepared Light Red Kidney Beans"", ""Water"", ""Sugar"", ""Salt"", ""Calcium Chloride (Firming Agent)"", ""Disodium EDTA (To Promote Color Retention)""]",[],[],[],allergens:empty_after_parse
362025,21130070022,https://smartlabel.labelinsight.com/product/11152396/nutrition,https://smartlabel.labelinsight.com/product/11152396/ingredients,https://smartlabel.labelinsight.com/product/11152396/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0022/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Milk, Vitamin D3","[""Milk"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
362043,21130032341,https://smartlabel.labelinsight.com/product/11191136/nutrition,https://smartlabel.labelinsight.com/product/11191136/ingredients,https://smartlabel.labelinsight.com/product/11191136/allergens,https://images.openfoodfacts.org/images/products/002/113/003/2341/ingredients_en.6.full.jpg,ingredients_en,6,200,ok,200,200,,[],"[{""name"": ""Egg"", ""presence"": ""Contains""}]","[""Egg""]",[],ingredients:empty_after_parse
362066,21130146994,https://smartlabel.labelinsight.com/product/7001038/nutrition,https://smartlabel.labelinsight.com/product/7001038/ingredients,https://smartlabel.labelinsight.com/product/7001038/allergens,https://images.openfoodfacts.org/images/products/002/113/014/6994/ingredients_en.13.full.jpg,ingredients_en,13,200,ok,200,200,"Water, Sugar, Pickled Red Chili (Red Chili, Salt, Acetic Acid), Pickled Garlic (Garlic, Sugar, Water, Salt, Acetic Acid), Acetic Acid, Salt, Modified Corn Starch, Xantahn Gum, Carboxymethyl Cellulose","[""Water"", ""Sugar"", ""Pickled Red Chili"", ""Red Chili"", ""Salt"", ""Acetic Acid"", ""Pickled Garlic"", ""Garlic"", ""Modified Corn Starch"", ""Xantahn Gum"", ""Carboxymethyl Cellulose""]",[],[],[],allergens:empty_after_parse
362095,21130082827,https://smartlabel.labelinsight.com/product/11135652/nutrition,https://smartlabel.labelinsight.com/product/11135652/ingredients,https://smartlabel.labelinsight.com/product/11135652/allergens,https://images.openfoodfacts.org/images/products/002/113/008/2827/ingredients_en.20.full.jpg,ingredients_en,20,200,ok,200,200,"Cream (Milk), Natural Flavors","[""Cream (Milk)"", ""Natural Flavors""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
362103,21130370702,https://smartlabel.labelinsight.com/product/11126414/nutrition,https://smartlabel.labelinsight.com/product/11126414/ingredients,https://smartlabel.labelinsight.com/product/11126414/allergens,https://images.openfoodfacts.org/images/products/002/113/037/0702/ingredients_en.4.full.jpg,ingredients_en,4,200,ok,200,200,"Beef Broth, Contains Less Than 2% Of (Salt, Yeast Extract, Dextrose, Caramel Color, Natural Flavor, Beef Extract, Onion Juice Concentrate)","[""Beef Broth"", ""Contains Less Than 2% Of"", ""Salt"", ""Yeast Extract"", ""Dextrose"", ""Caramel Color"", ""Natural Flavor"", ""Beef Extract"", ""Onion Juice Concentrate""]",[],[],[],allergens:empty_after_parse
362104,21130070688,https://smartlabel.labelinsight.com/product/11126416/nutrition,https://smartlabel.labelinsight.com/product/11126416/ingredients,https://smartlabel.labelinsight.com/product/11126416/allergens,https://images.openfoodfacts.org/images/products/002/113/007/0688/ingredients_en.10.full.jpg,ingredients_en,10,200,ok,200,200,"Lowfat Milk, Vitamin A Palmitate, Vitamin D3","[""Lowfat Milk"", ""Vitamin A Palmitate"", ""Vitamin D3""]","[{""name"": ""Milk"", ""presence"": ""Contains""}]","[""Milk""]",[],
